factual_id,name,address,city,state,postal_code,country,neighborhood,tel,website,latitude,longitude,category,chain_name,op_hours,select
46bf0b54-da52-466f-ad3b-b1b695d5cd95,bright vision hospital,5 Lorong Napiri,Singapore,,547530,sg,,6248 5755,http://www.bvh.org.sg,1.371764,103.877938,"Healthcare,Hospitals, Clinics and Medical Centers",,,1
29896d27-d94a-4a9a-9e89-f1beff664542,st andrew's community hospital,8 Simei St 3,Singapore,,529895,sg,,6586 1000,http://Www.sacc.org.sg,1.341619,103.948827,"Healthcare,Hospitals, Clinics and Medical Centers",,,1
b44ee62a-fdd2-479b-9ffa-03d2e3320212,singapore general hospital,1 Hospital Dr,Singapore,,169608,sg,,6222-3322,http://www.sgh.com.sg,1.282769,103.836174,"Healthcare,Hospitals, Clinics and Medical Centers",,,1
7bbbcad8-d067-42bb-8db6-aadf2756730a,institute of mental health,10 Buangkok View,Singapore,,539747,sg,,6389 2000,http://www.imh.com.sg,1.382913,103.884897,"Healthcare,Hospitals, Clinics and Medical Centers",,,1
8d825b4f-c114-4085-853a-31c4ddb4b434,mount elizabeth novena hospital,38 Irrawaddy Rd,Singapore,,329563,sg,,6898 6898,http://www.mountelizabethnovena.com,1.321958,103.844649,"Healthcare,Hospitals, Clinics and Medical Centers",,,1
3234369c-45d5-41f1-b5c1-7ebb99f171ca,national neuroscience institute,11 Jln Tan Tock Seng,Singapore,,308433,sg,,6357 7153,,1.321731,103.845645,"Healthcare,Hospitals, Clinics and Medical Centers",,,1
28f7263e-3500-4eca-bbe2-d72a47b53e64,kwong wai shiu,705 Serangoon Rd,Singapore,,328127,sg,,6299-3747,http://www.kwsh.org.sg,1.317185,103.85939,"Healthcare,Hospitals, Clinics and Medical Centers",,,1
2b4a0ffb-2134-4d4f-8347-f76c0b4ce235,mount alvernia hospital,820 Thomson Rd,Singapore,,574623,sg,,6347-6688,http://www.mtalvernia-hospital.org,1.341499,103.83762,"Healthcare,Hospitals, Clinics and Medical Centers",,,1
c3d4e71a-ec45-468b-8931-ccbb18f2d508,thomson medical centre,339 Thomson Rd,Singapore,,307677,sg,,6250-2222,http://www.thomsonmedical.com,1.325301,103.84138,"Healthcare,Hospitals, Clinics and Medical Centers",,,1
e42969b5-185e-44c5-932d-694f1d95f1a8,sata commhealth,351 Chai Chee St,Singapore,,468982,sg,,6244 6688,http://www.sata.com.sg,1.32804,103.921395,Healthcare,,,1
6beec31a-12a6-4da3-8200-7df4f5237e60,clementi polyclinic,Blk 451 Clementi Avenue 3,Singapore,,120451,sg,,6355 3000,http://www.nhgp.com.sg,1.312628,103.765727,Healthcare,,,1
614bcf89-c67d-4c0d-a4c1-25350a820994,pasir ris polyclinic,1 Pasir Ris Drive 4,Singapore,,519457,sg,,6585 5390,http://polyclinic.singhealth.com.sg,1.368417,103.959267,Healthcare,,,1
5ba6af0e-9918-4119-8af6-30914720b173,singapore red cross society,15 Penang Lane,Singapore,,238486,sg,,6336 0269,http://www.redcross.org.sg,1.297227,103.844468,"Healthcare,Emergency Services,Ambulance",,,1
9381abf0-b2a9-4af2-b3be-6f4d61df7da8,assisi hospice,820 Thomson Rd,Singapore,,574623,sg,,6347 6446,http://www.assisihospice.org.sg,1.342088,103.838382,"Healthcare,Assisted Living Services,Facilities and Nursing Homes",,,1
07f55fc4-c47f-4593-a3fe-438fc6b54e15,rochor beancurd house,432 Balestier Rd,Singapore,,329813,sg,,8288 7020,http://www.sbestfood.com/rochorbeancurdhouse.htm,1.326353,103.848472,"Social,Food and Dining,Restaurants,Chinese,Social,Food and Dining,Restaurants,Asian,Social,Food and Dining,Cafes, Coffee and Tea Houses",,,1
ad92c9e0-f4fe-4444-ae67-454c610a1e84,chong pang food,447 Sembawang Rd,Singapore,,758404,sg,,6756 0048,http://www.chongpangnasilemak.com,1.428611,103.826551,"Social,Food and Dining,Cafes, Coffee and Tea Houses,Social,Food and Dining,Restaurants,Asian,Social,Food and Dining,Restaurants,Chinese",,,1
3ec5c7a7-eea6-4d72-8130-e4a828ae9603,lau pa sat,18 Raffles Quay,Singapore,,48582,sg,,6220 2138,http://www.laupasat.biz,1.280508,103.850528,"Social,Food and Dining,Restaurants,Social,Food and Dining,Cafes, Coffee and Tea Houses",,,1
1c81fd2b-c1d1-4c45-b34e-2fe9257f255c,hard rock cafe sentosa,26 Sentosa Gateway,Singapore,,98138,sg,,6795 7454,http://www.hardrock.com,1.257182,103.820083,"Social,Food and Dining,Restaurants,American,Social,Food and Dining,Cafes, Coffee and Tea Houses",,,1
d03caa12-7aeb-4d7c-b144-00ac4fa3d272,everton food place,7 Everton Pk,Singapore,,80007,sg,,6220 1615,,1.277095,103.839321,"Social,Food and Dining,Restaurants,American,Social,Food and Dining,Cafes, Coffee and Tea Houses",,,1
e1b98881-c6d0-42cb-bbf3-d10b94c84524,newton food centre,500 Clemenceau Ave North,Singapore,,229495,sg,,,http://www.yoursingapore.com/content/traveller/en/browse/dining/restaurants/newton-food-centre.html,1.312062,103.839451,"Social,Food and Dining,Restaurants,Chinese,Social,Food and Dining,Cafes, Coffee and Tea Houses",,,1
5d8af771-4853-43e1-8cc7-d9ccd27987d0,strictly pancakes,44A Prinsep St,Singapore,,188674,sg,,6333 4202,http://www.strictlypancakes.com.sg,1.299644,103.849743,"Social,Food and Dining,Restaurants,American,Social,Food and Dining,Restaurants,Diners,Social,Food and Dining,Cafes, Coffee and Tea Houses",,,1
03b455a3-32bf-4577-9467-9ee0be48a436,chomp chomp food centre,20 Kensington Park Rd,Singapore,,557269,sg,,6284 1241,,1.36427,103.866454,"Social,Food and Dining,Restaurants,Chinese,Social,Food and Dining,Restaurants,Asian",,,1
127d10ad-145e-4379-9080-3d4f54dce0e1,wave house sentosa,36 Siloso Beach Walk,Singapore,,99007,sg,,6377 3113,http://www.wavehousesentosa.com/,1.25461,103.813698,"Social,Food and Dining,Restaurants,American,Social,Food and Dining,Restaurants,Asian,Social,Bars",,,1
0e571945-a06c-4584-a9ae-903c38bd88cf,chinatown food street,335 Smith St,Singapore,,50005,sg,,6372 0478,http://www.yoursingapore.com/content/traveller/en/browse/dining/restaurants/chinatown-food-street.html,1.282431,103.843775,"Retail,Food and Beverage",,,1
154a2caa-1366-4838-8790-54c9bf4b029f,dempsey hill,11 Dempsey Rd,Singapore,,249679,sg,,6479 8119,http://www.dempseyhill.com,1.304041,103.810042,"Retail,Food and Beverage",,,1
43892b4e-5e7b-4196-8966-598615a5308d,paragon shopping centre,290 Orchard Rd,Singapore,,238859,sg,,6733 1900,http://www.paragonmedical.com.sg,1.304185,103.836085,"Businesses and Services,Real Estate",,,1
65ee837f-0e12-4789-aefc-1c2c78cb1efb,victoria concert hall,11 Empress Pl,Singapore,,179558,sg,,6333 0041,http://www.vch.org.sg,1.288275,103.851629,"Businesses and Services,Real Estate",,,1
a1b60ac2-d95e-48de-a07f-3db64f06348c,bugis street,4 New Bugis St,Singapore,,188868,sg,,6338 9513,http://www.bugis-street.com,1.300295,103.854889,"Businesses and Services,Real Estate",,,1
82e43e83-d6fa-428e-a7d2-6f9351d53b44,southpoint singapore,No. 200 Cantonment Rd,Singapore,,89763,sg,,,,1.27358,103.841425,"Businesses and Services,Real Estate",,,1
7ab44c06-c6f4-48f4-ae87-f773bd3f8b0f,marina bay financial centre,No. 8 Marina Boulevard,Singapore,,18981,sg,,6654 1388,http://www.marinabayfinancialcentre.sg,1.281703,103.85273,"Businesses and Services,Real Estate",,,1
1386cd15-2b69-4ea4-806a-5db89f365330,singapore mint coin gallery,20 Teban Gardens Cr,Singapore,,608928,sg,,6566 2626,http://www.singaporemint.com,1.325267,103.739585,"Businesses and Services,Real Estate",,,1
672f81a9-4eea-4c1c-b5cf-53982cf4111c,sph media centre,No. 82 Genting Lane,Singapore,,349567,sg,,6319 6319,http://www.sph.com.sg,1.309448,103.77447,"Businesses and Services,Real Estate",,,1
9d921818-b5d7-403f-93f3-3eaacf729f67,changi sailing club,32 Netheravon Rd,Singapore,,508508,sg,,6545 2876,http://www.csc.org.sg,1.392248,103.979863,"Businesses and Services,Management",,,1
bb16a1b0-fae7-4a9f-ba17-6faac2ba0148,keppel club,10 Bukit Chermin Rd,Singapore,,109918,sg,,6375 5567,http://www.keppelclub.com.sg,1.266858,103.807512,"Businesses and Services,Management",,,1
a5f85369-bc17-453b-997c-c8266faea7b5,changi beach club,2 Andover Rd,Singapore,,509984,sg,,6546 5215,http://www.changibc.org.sg,1.390828,103.9752,"Businesses and Services,Management",,,1
241c4dfd-2a02-4461-9ea7-9e81d84e7164,singapore soka association,10 Tampines St 81,Singapore,,529014,sg,,6787 3255,http://www.ssabuddhist.org,1.348107,103.935714,"Businesses and Services,Management",,,1
57f6952f-b2fe-49ea-87e9-b7aaf02f6dc1,coronation plaza,No. 587 Bukit Timah Rd,Singapore,,269707,sg,,6469 6245,,1.323819,103.809993,"Businesses and Services,Real Estate,Apartments, Condos, and Houses",,,1
6d495b9c-2a6e-461b-8982-1df1cfce7bfd,balestier plaza,400 Balestier Rd,Singapore,,329802,sg,,6253 4909,,1.32575,103.850342,"Businesses and Services,Real Estate,Apartments, Condos, and Houses",,,1
04be5287-f84b-4de1-bb82-577ea1baaf06,balestier,279 Balestier Rd,Singapore,,329727,sg,,6336 2000,http://www.westernunion.sg,1.322834,103.852334,"Businesses and Services,Real Estate,Apartments, Condos, and Houses",,,1
85a5489b-016b-4591-89ed-2cc0c6c6a49e,qian hu fish farm,71 Jln Lekar,Singapore,,698950,sg,,6766 7087,http://www.qianhu.com,1.385319,103.721868,"Businesses and Services,Agriculture and Forestry",,,1
8157089a-7691-4b1a-bf93-6ec6876b8e2b,raffles xchange,5 Raffles Pl,Singapore,,48618,sg,,6538 0252,,1.284241,103.85147,"Businesses and Services,Real Estate,Property Management",,,1
0052a446-0b52-4af8-9bef-8fc8c51f4de0,oub centre,1 Raffles Pl,Singapore,,48616,sg,,6491 9201,http://www.oubcentre.com.sg,1.284554,103.851332,"Businesses and Services,Real Estate,Property Management",,,1
3a12b4d2-d33b-47ff-bfa6-a897bba96e5c,teletech park,20 Science Pk Rd,Singapore,,117674,sg,,6872 9282,,1.286914,103.781825,"Businesses and Services,Real Estate,Property Management",,,1
aaa34523-7785-4ce8-bdb9-05b180578aa4,jurong frog farm,56 Lim Chu Kang Lane 6,Singapore,,718864,sg,,6791 7229,http://www.jurongfrogfarm.com.sg,1.435578,103.717103,"Businesses and Services,Agriculture and Forestry,Landmarks",,,1
a7e95074-6e3d-4848-91e9-50af406d5c4a,bollywood veggies,100 Neo Tiew Rd,Singapore,,719026,sg,,6898 5001,http://www.bollywoodveggies.com,1.418425,103.716613,"Businesses and Services,Agriculture and Forestry,Landmarks",,,1
1b1a53a9-aff8-40d2-94b7-5b3284251445,school of the arts singapore,1 Zubir Said Dr,Singapore,,227968,sg,,6338 9663,http://www.sota.edu.sg,1.299168,103.848656,"Community and Government,Education,Primary and Secondary Schools",,,1
1cca19e6-817a-4d56-87d3-ede2a3002777,nanyang girls' high school,2 Linden Dr,Singapore,,288683,sg,,6466 3275,http://www.nygh.moe.edu.sg/#,1.330658,103.802067,"Community and Government,Education,Primary and Secondary Schools",,,1
05c75b7e-899f-4965-bd4e-2e72d02d48ab,singapore sports school,1 Champions Way,Singapore,,737913,sg,,6766 0100,http://www.sportsschool.edu.sg/,1.426615,103.789363,"Community and Government,Education,Primary and Secondary Schools",,,1
c40dd817-8ae5-4cdd-bfdb-65bde2e077a3,raffles girls' school,20 Anderson Rd,Singapore,,259978,sg,,6737 1845,http://www.rgs.edu.sg,1.311933,103.828989,"Community and Government,Education,Primary and Secondary Schools",,,1
24485f9d-c534-4a01-b134-3ae01ad8c299,singapore chinese girls' school,190 Dunearn Rd,Singapore,,309437,sg,,6252 7966,http://www.scgs.edu.sg,1.320923,103.82751,"Community and Government,Education,Primary and Secondary Schools",,,1
defc04d0-c721-4dab-8a48-c99b78c44aef,st. andrew's junior school,2 Francis Thomas Dr,Singapore,,359337,sg,,6288 4303,http://www.saintandrewsjunior.moe.edu.sg,1.331174,103.865801,"Community and Government,Education,Primary and Secondary Schools",,,1
74321513-1345-4ce8-8764-2c0efcc37441,ngee ann polytechnic,535 Clementi Rd,Singapore,,599489,sg,,6466-6555,http://www.np.edu.sg/home/contact/Pages/home.aspx,1.332948,103.77751,"Community and Government,Education,Colleges and Universities",,,1
3185887d-1721-467c-af54-d9c8406aa954,hwa chong institution,661 Bukit Timah Rd,Singapore,,269734,sg,,6468-3955,http://www.hwachong.edu.sg,1.326306,103.80378,"Community and Government,Education,Colleges and Universities",,,1
291976e5-2efb-4666-a3ad-b61224ff29f7,insead singapore,1 Ayer Rajah Ave,Singapore,,138676,sg,,6799 5388,http://www.insead.edu,1.299522,103.786425,"Community and Government,Education,Colleges and Universities",,,1
537c5d8b-6894-4d6f-b1e4-4dc760bf12ce,national university of singapore,21 Lower Kent Ridge Rd,Singapore,,119077,sg,,6516-6666,http://www.nus.edu.sg,1.29412,103.78106,"Community and Government,Education,Colleges and Universities",,,1
20bbee2b-4e2b-434d-8b31-b1a0e60c4512,serangoon junior college,1033 Upper Serangoon Rd,Singapore,,534768,sg,,6285 0779,http://www.srjc.moe.edu.sg,1.36508,103.887113,"Community and Government,Education,Colleges and Universities",,,1
c2030657-9dad-4fae-85b3-d0a747184a72,nanyang polytechnic,180 Ang Mo Kio Ave 8,Singapore,,569830,sg,,6451 5115,http://www.nyp.edu.sg,1.379534,103.849304,"Community and Government,Education,Colleges and Universities",,,1
89f1a8d6-e186-4829-8398-079de47c12b4,nanyang junior college,128 Serangoon Avenue 3,Singapore,,556111,sg,,6284-2281,http://www.nanyangjc.moe.edu.sg/,1.349996,103.86529,"Community and Government,Education,Colleges and Universities",,,1
6c49d9bc-3a8f-4d0b-8678-a281ecb59bd5,temasek polytechnic,21 Tampines Avenue 1,Singapore,,529757,sg,,6788-2000,http://www.tp.edu.sg,1.345315,103.93182,"Community and Government,Education,Colleges and Universities",,,1
3bbf7dd6-55e6-42ad-bd88-8399a0a71ae2,anglo chinese junior college,25 Dover Close East,Singapore,,139745,sg,,6775 0511,http://www.acjc.edu.sg,1.303077,103.785574,"Community and Government,Education,Colleges and Universities",,,1
84b919e2-3cae-499f-8a6e-3019a2543380,bukit batok driving centre,815 Bt Batok West Ave 5,Singapore,,659085,sg,,1800 666 8888,http://www.bbdc.sg,1.367074,103.75024,"Community and Government,Education,Driving Schools",,,1
587e6921-2ebd-4778-8d90-effaf10ca242,duke nus,8 College Rd,Singapore,,169857,sg,,6516 7666,https://www.duke-nus.edu.sg/,1.28128,103.833936,"Community and Government,Education,Tutoring and Educational Services",,,1
77efb136-7b1a-4847-a014-a06cac02f776,home team academy,501 Old Choa Chu Kang Rd,Singapore,,698928,sg,,6468-0000,http://www.mha.gov.sg/basic_content.aspx?pageid=330,1.371947,103.720856,"Community and Government,Education,Vocational Schools",,,1
c8610ebb-e496-462a-9edc-3fb4538ee427,alkaff mansion,10 Telok Blangah Green,Singapore,,109178,sg,,6510 3068,http://www.alkaff.com.sg,1.2789,103.81313,"Social,Food and Dining,Restaurants,Italian,Social,Food and Dining,Restaurants,International",,,1
6706810f-59d5-4df2-a986-0265a83bedbe,universal studios singapore,8 Sentosa Gateway,Singapore,,98269,sg,,6577 8888,http://www.rwsentosa.com/language/en-US/Attractions/UniversalStudiosSingapore,1.254914,103.820134,"Social,Entertainment,Amusement Parks,Landmarks,Social,Food and Dining,Restaurants",,,1
9b4e6154-df68-40ae-97db-b24da5abc056,singapore management university,70 Stamford Rd,Singapore,,178901,sg,,9060 9292,http://www.smu.edu.sg/,1.296553,103.850144,"Social,Food and Dining,Restaurants,Social,Entertainment",,,1
6743c284-1c84-4b30-a2cb-571ea03c878c,safra toa payoh,293 Lorong 6 Toa Payoh,Singapore,,319387,sg,,6259 4000,http://www.safra.sg,1.33022,103.854513,"Social,Food and Dining,Restaurants,Social,Entertainment",,,1
3a83a6c5-e310-4090-a501-de6378d44304,east coast lagoon food village,1220 East Coast Parkway,Singapore,,468960,sg,,9423 6145,http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=14&Itemid=73,1.306906,103.934935,"Social,Food and Dining,Restaurants,Seafood,Social,Food and Dining,Restaurants,Barbecue,Social,Food and Dining,Restaurants,Chinese",,,1
5bcfb2c7-9b88-4241-83d4-2a78b750c8ee,farmart centre,67 Sungei Tengah Rd,Singapore,,699008,sg,,6767 0070,http://www.farmart.com.sg,1.382777,103.726163,"Social,Food and Dining,Restaurants,Social,Bars,Wine Bars",,,1
837145f1-f2d3-4150-ada4-3067442eb7ae,tanjong beach club,120 Tanjong Beach Walk,Singapore,,98942,sg,,6270 1355,http://www.tanjongbeachclub.com,1.243171,103.827942,"Social,Food and Dining,Restaurants,American,Social,Food and Dining,Restaurants,Seafood,Social,Bars",,,1
820c0b60-81a4-4d92-a814-87ff13026a06,bukit panjang plaza,1 Jelebu Rd,Singapore,,677743,sg,,6314 6388,http://www.capitamallsasia.com/factsheets_shoppers/sg/bukit-panjang-plaza.html,1.380059,103.764224,"Retail,Fashion,Clothing and Accessories,Retail,Fashion,Jewelry and Watches",,,1
1f293be5-4dfe-4cc4-a7a5-a548c00941a2,haji lane,57A Haji Lane,Singapore,,189735,sg,,6398 0919,,1.300923,103.858936,"Retail,Fashion,Clothing and Accessories",,,1
38060e78-a7e9-444b-a7e6-af53e2c495d2,singapore flyer,30 Raffles Ave,Singapore,,39803,sg,,6333-3311,http://www.singaporeflyer.com.sg,1.289798,103.86365,"Landmarks,Buildings and Structures",,,1
a71e17db-fc7d-4d2d-9d95-16b9ec5d40b0,fountain of wealth,3 Temasek Blvd,Singapore,,38983,sg,,6294-0880,http://sunteccitymall.com/fountain_of_wealth.php,1.294799,103.85892,"Landmarks,Buildings and Structures",,,1
f7ad9e1b-17b8-43aa-b4ee-18b73e146506,serangoon stadium,33 Yio Chu Kang Rd,Singapore,,545677,sg,,6288 0086,http://www.publictransport.sg/,1.355723,103.874522,"Landmarks,Buildings and Structures",,,1
c5ff1216-02f3-49d0-b605-97b68277df1b,one raffles quay,No. 1 Raffles Quay,Singapore,,48583,sg,,6654 1388,http://www.orq.com.sg,1.281445,103.851932,"Landmarks,Buildings and Structures",,,1
9fec330f-c7f2-42d9-99e2-65a3f4436da2,changi business park,No. 15A Changi Business Park Central 1,Singapore,,486035,sg,,1800 568 7000,http://www.jtc.gov.sg/RealEstateSolutions/Business%20Park%20Land/Pages/Changi-Business-Park.aspx,1.337692,103.964624,"Landmarks,Buildings and Structures",,,1
c7817dee-a5d1-4f8b-93d0-bbaaa4f5b831,jurong logistics hub,31 Jurong Port Rd,Singapore,,619115,sg,,6265 0666,,1.313581,103.719741,"Landmarks,Buildings and Structures",,,1
cfa5414f-432b-4936-8c7b-201a17502fca,woodlands swimming complex,3 Woodlands St 13,Singapore,,738600,sg,,6269 4192,http://www.sscd.org/,1.434846,103.779222,"Landmarks,Buildings and Structures",,,1
c621315f-c37c-4d59-b157-bb8ef710c68d,st. andrew's junior college,55 Potong Pasir Ave 1,Singapore,,358389,sg,,6285 7008,http://www.standrewsjc.moe.edu.sg/,1.333082,103.863568,"Landmarks,Buildings and Structures",,,1
75bc5442-dfa7-4d28-b804-68df71fa92bf,bukit batok swimming complex,2 Bukit Batok St 22,Singapore,,659581,sg,,6561 0939,http://www.myactivesg.com/facilities/sports-recreation-centres/bukit-batok-swimming-complex,1.344633,103.748541,"Landmarks,Buildings and Structures",,,1
56a5cfbc-a113-4ab1-8221-8c98ed3ab8f0,orchard plaza,150 Orchard Rd,Singapore,,238841,sg,,6737 5537,http://www.riccino.com.sg/,1.301081,103.841065,"Landmarks,Buildings and Structures",,,1
7c9c9b72-f265-4137-8a8a-34a8b58624f1,keppel bay tower,1 HarbourFront Av,Singapore,,98632,sg,,6377 6177,http://www.mapletree.com.sg,1.265014,103.818318,"Landmarks,Buildings and Structures",,,1
50671d92-9f3c-4c62-bed1-8ba0f7086e7c,hougang stadium,100 Hougang Avenue 2,Singapore,,538856,sg,,6386 4856,,1.369484,103.886264,"Landmarks,Buildings and Structures",,,1
219495ed-bf0b-45b7-98aa-910fe751bd04,sun yat sen nanyang memorial hall,12 Tai Gin Rd,Singapore,,327874,sg,,6256-7377,http://www.wanqingyuan.org.sg/ENG,1.327801,103.84684,"Landmarks,Buildings and Structures",,,1
791a5cf9-a27d-41c8-9907-fb7b7b9c9586,tripleone somerset,111 Somerset Rd,Singapore,,238164,sg,,6733 1958,http://www.tripleonesomerset.com.sg,1.300383,103.837331,"Social,Food and Dining,Cafes, Coffee and Tea Houses,Social,Bars",,,1
b7070582-484a-4ab8-a8e5-dd074eb10ea2,pasir panjang ferry terminal,55 Pasir Panjang Rd,Singapore,,118810,sg,,6337-7888,http://www.singaporecruise.com.sg/index.php,1.270019,103.79582,"Transportation,Transport Hubs,Ports",,,1
5533339d-29f9-492c-89ed-7983e242859a,ion orchard,2 Orchard Turn,Singapore,,238801,sg,,6238 8228,http://www.ionorchard.com,1.30433,103.831737,"Retail,Shopping Centers and Malls",,,1
09e1c4c7-ab59-433f-a9a7-99a144c39288,hougang mall,90 Hougang Avenue 10,Singapore,,538766,sg,,6487 4155,http://www.hougangmall.com.sg,1.372517,103.893816,"Retail,Shopping Centers and Malls",,,1
3744ea5f-c8ea-46a9-b1b1-a7bb0779c3b3,tampines mall,4 Tampines Central 5,Singapore,,529510,sg,,6788 8370,http://www.tampinesmall.com.sg,1.352696,103.944782,"Retail,Shopping Centers and Malls",,,1
77318c94-a1f5-4478-9377-ce8a9f669c3f,313 somerset,313 Orchard Rd,Singapore,,238895,sg,,6496 9313,http://www.313somerset.com.sg,1.301007,103.838492,"Retail,Shopping Centers and Malls",,,1
3dfd4fb6-012a-4518-ab81-5294b5eff447,bugis junction,200 Victoria St,Singapore,,188021,sg,,6557 6557,http://www.bugisjunction-mall.com.sg,1.299601,103.855448,"Retail,Shopping Centers and Malls",,,1
fe4de1f5-d33b-4f90-9c27-be83ea478ab0,paragon singapore,290 Orchard Rd,Singapore,,238859,sg,,6738 5535,http://www.paragon.com.sg/,1.303845,103.835852,"Retail,Shopping Centers and Malls",,,1
4b7eeda1-49b4-4693-bf64-7587c86047c7,ngee ann city,391 Orchard Rd,Singapore,,238873,sg,,6733-0337,http://www.ngeeanncity.com.sg/index.html,1.302913,103.83469,"Retail,Shopping Centers and Malls",,,1
5a843031-d57c-4929-86a8-995ad49353e5,tanglin mall,163 Tanglin Rd,Singapore,,247933,sg,,6736 4922,http://www.tanglinmall.com.sg,1.305034,103.823774,"Retail,Shopping Centers and Malls",,,1
a2acb52d-5935-4b4d-b377-27ecff9ec77d,suntec city mall,3 Temasek Blvd,Singapore,,38983,sg,,6825 2669,http://www.suntecreit.com/sunteccitymall/,1.295392,103.859063,"Retail,Shopping Centers and Malls",,,1
c4720623-7ad3-4b2f-be96-d1c00f3cb9d5,cathay cineleisure,8 Grange Rd,Singapore,,239695,sg,,6738-7477,http://cineleisure.com.sg/,1.301513,103.836334,"Retail,Shopping Centers and Malls",,,1
120dee97-d3d8-4e54-be51-d4f280ee7c4c,amk hub,53 Ang Mo Kio Ave 3,Singapore,,569933,sg,,6753-9000,http://www.amkhub.com.sg,1.369341,103.84852,"Retail,Shopping Centers and Malls",,,1
04ff31c8-511e-42a3-a8b2-965af69856b3,nex singapore,23 Serangoon Central,Singapore,,556083,sg,,6416 6366,http://www.nex.com.sg/#,1.350814,103.872767,"Retail,Shopping Centers and Malls",,,1
3e3f83c2-0e52-4fdc-a4f0-e7b84658ba5b,jurong point,1 Jurong West Central 2,Singapore,,648886,sg,,6792 5662,http://www.jurongpoint.com.sg/,1.339685,103.706612,"Retail,Shopping Centers and Malls",,,1
50b7b819-29e2-411f-8ad9-258eda8f7494,tiong bahru plaza,302 Tiong Bahru Rd,Singapore,,168732,sg,,6276 4883,http://www.tiongbahruplaza.com.sg,1.286337,103.82711,"Retail,Shopping Centers and Malls",,,1
e3849427-5814-4843-a764-b490d3509255,clarke quay central,6 Eu Tong Sen St,Singapore,,59817,sg,,6532-9922,http://www.thecentral.com.sg/home/index.aspx?key=home,1.289118,103.84677,"Retail,Shopping Centers and Malls",,,1
35f8c8ae-e408-46ab-a4ff-1ee14d90763d,lucky plaza,304 Orchard Rd,Singapore,,238863,sg,,6235-3294,http://www.luckyplaza.com.sg,1.304518,103.83399,"Retail,Shopping Centers and Malls",,,1
c0ba939b-7468-465c-88cd-5cc27a971783,chijmes singapore,30 Victoria St,Singapore,,187996,sg,,6337-7810,http://www.chijmes.com.sg,1.295225,103.852,"Retail,Shopping Centers and Malls",,,1
3537fcf9-cdad-43e8-b950-b7f70d5f7709,imm building,2 Jurong East St 21,Singapore,,609601,sg,,6665 8268,http://www.imm.sg,1.334943,103.746748,"Retail,Shopping Centers and Malls",,,1
31a5c6ac-28ac-4da9-90fe-a91d723f94eb,citylink mall,1 Raffles Link,Singapore,,39393,sg,,6339 9913,http://www.citylinkmall.com/,1.292156,103.855724,"Retail,Shopping Centers and Malls",,,1
058d1763-5dff-434f-acc7-a4cef953987c,millenia walk,9 Raffles Boulevard,Singapore,,39596,sg,,6883 1122,http://www.milleniawalk.com,1.292462,103.859601,"Retail,Shopping Centers and Malls",,,1
